alpha,threshold_mean,threshold_std,threshold_min,threshold_max,test_loss_mean,test_loss_std,n_valid_trials
0.5,5.978832692087055,0.10451020016037499,5.8510185042937435,6.252004191488446,0.5146739130434783,0.10767318006404367,20
1.0,7.179283593126193,0.04340797395807149,7.104098776777187,7.2544684094752006,0.9250000000000002,0.15201466823066082,20
1.5,7.7732436422833455,0.08721294663080192,7.655454096669902,7.956193362065929,1.482608695652174,0.20911981352401207,20
2.0,8.51005484250361,0.06994837301538087,8.457425471059306,8.708041525555995,1.9842391304347824,0.2149722747762959,20
2.5,9.08145944675606,0.06625939656627534,8.958657580052684,9.159150423650035,2.442391304347826,0.178608489267905,20
3.0,9.560136110844734,0.04193608696101309,9.459889689046062,9.610259321744074,2.9483695652173916,0.1688766328055793,20
